canal,rank,titulo,visualizacoes,data_publicacao,likes,dislikes,duracao,,,,link,thumbnail,Transcrição do vídeo,Comentários
Daily Jesus Prayers,3,Pray This Powerful Jeremiah 29 Morning Prayer - You Will Seek Me and Find Me (Christian Motivation),1804008,20240128,94707,N/D,13:45,https://www.youtube.com/watch?v=vU2PUPW2h_k,https://i.ytimg.com/vi_webp/vU2PUPW2h_k/maxresdefault.webp,,54000,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, rosa, preto; texto visível: THE / MORNING PRAYER - / _ JESUS.",,
Daily Jesus Prayers,4,Always Start Your Day With God | Psalm 5 (A Powerful Prayer To Begin Your Day Blessed),1208590,20240330,67334,N/D,11:54,https://www.youtube.com/watch?v=YLbIEZLX5L4,https://i.ytimg.com/vi_webp/YLbIEZLX5L4/maxresdefault.webp,,42000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: ALWAYS / PSALM.",,
Daily Jesus Prayers,5,"God, I Woke Up And I Am So Grateful - Pray This Morning Prayer Daily (THIS IS SO POWERFUL)",949891,20231212,52970,N/D,11:53,https://www.youtube.com/watch?v=xZC-vv2jhKE,https://i.ytimg.com/vi/xZC-vv2jhKE/maxresdefault.jpg,,36000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: are & GOD WOKE ME UP / at Te BLESSED MORNING PRAYER.",,
Daily Jesus Prayers,6,Begin Your Day With This Prayer 4K (Pray This Blessed Morning Prayer Everyday),856754,20240213,49070,N/D,14:23,https://www.youtube.com/watch?v=am-LbVDBVNU,https://i.ytimg.com/vi/am-LbVDBVNU/maxresdefault.jpg,,40000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: PRAY / EVERYDAY.",,
Daily Jesus Prayers,7,BE HEALED. Say This Powerful Prayer For Healing And Deliverance (Daily Jesus Prayers),750324,20231215,27262,N/D,12:49,https://www.youtube.com/watch?v=-UbLQWXCjUQ,https://i.ytimg.com/vi_webp/-UbLQWXCjUQ/maxresdefault.webp,,26000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: azul-petróleo, branco, marrom; texto visível: HEALING / A PRAYER / DAILY.",,
Daily Jesus Prayers,8,A Blessed Morning Prayer To Start Your Day With God  (Daily Jesus Prayers),677950,20231125,44882,N/D,12:00,https://www.youtube.com/watch?v=AWJqI0IxOQ0,https://i.ytimg.com/vi_webp/AWJqI0IxOQ0/maxresdefault.webp,,34000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: laranja, preto, branco; texto visível: START WITH GOD / /y MOST PUMenr yl.",,
Daily Jesus Prayers,9,Always Pray First And Put God First Every Morning - A Blessed Morning Prayer,610287,20240607,34707,N/D,13:06,https://www.youtube.com/watch?v=24MAGHaOz2o,https://i.ytimg.com/vi/24MAGHaOz2o/maxresdefault.jpg,,18000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: EVERY MORNING a ti / DAILY.",,
Daily Jesus Prayers,10,"Pray First, Morning Prayer To Bless Your Day | Pray And Watch What Happens (Daily Jesus Prayers)",499349,20240113,35680,N/D,14:44,https://www.youtube.com/watch?v=FhLHjFmKSkY,https://i.ytimg.com/vi/FhLHjFmKSkY/maxresdefault.jpg,,25000,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, cinza, marrom; texto em destaque provavelmente ligado a: WATCH / HAPPENS.",,
Daily Jesus Prayers,11,SAY THIS PRAYER NOW AND WATCH GOD WORK (Prayer Of Faith) - A Blessed Morning Prayer To Start The Day,496431,20240605,33879,N/D,14:50,https://www.youtube.com/watch?v=QVKMGM2fAu4,https://i.ytimg.com/vi/QVKMGM2fAu4/maxresdefault.jpg,,28000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, cinza, branco; texto visível: bi PRAYER OF FAITH / MORNING PRAYER.",,
Daily Jesus Prayers,12,Pray First Before Your Next Move (Psalm 20) He Will Answer You - Morning Prayer To Start Your Day,446104,20240615,29950,N/D,15:59,https://www.youtube.com/watch?v=nboKO3ZKSIc,https://i.ytimg.com/vi/nboKO3ZKSIc/maxresdefault.jpg,,17000,"Thumbnail clara; há figura humana/rosto em destaque; paleta predominante: branco, cinza, preto; texto em destaque provavelmente ligado a: PSALM / PRAY / MOVE.",,
Daily Jesus Prayers,13,"Start With God, Just 15 Minutes With The Lord And Your Faith Swells - A Blessed Morning Prayer",423287,20240127,26680,N/D,13:51,https://www.youtube.com/watch?v=Lggh-82fePs,https://i.ytimg.com/vi_webp/Lggh-82fePs/maxresdefault.webp,,17000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: MINUTES / FAITH / SWELLS.",,
Daily Jesus Prayers,14,SAY This Prayer For A Good Year In 2024 | Powerful Everyday Morning Prayer To Bless Your Year,419996,20231230,18703,N/D,15:40,https://www.youtube.com/watch?v=XgVTkHqFhNE,https://i.ytimg.com/vi/XgVTkHqFhNE/maxresdefault.jpg,,13000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, marrom; texto em destaque provavelmente ligado a: GOOD / YEAR.",,
Daily Jesus Prayers,15,A Prayer for God To Lead And Guide Your Every Step | Be Blessed This Morning (Daily Jesus Prayers),370414,20240117,23685,N/D,15:22,https://www.youtube.com/watch?v=Hs5GE23SnuY,https://i.ytimg.com/vi/Hs5GE23SnuY/maxresdefault.jpg,,13000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, branco, preto; texto visível: GUIDE MY STEPS / RAVER TO START.",,
Daily Jesus Prayers,16,SAY This Powerful Thanksgiving Prayer To Give God Thanks (Daily Jesus Prayers),295403,20231123,14811,N/D,13:41,https://www.youtube.com/watch?v=rWC1HY00eE4,https://i.ytimg.com/vi/rWC1HY00eE4/maxresdefault.jpg,,12000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: GIVE / THANKS.",,
Daily Jesus Prayers,17,Say This POWERFUL Everyday | Daily Prayer for God's Blessings (Daily Jesus Devotional),281286,20231122,14722,N/D,16:50,https://www.youtube.com/watch?v=DJa7YRWn_H8,https://i.ytimg.com/vi/DJa7YRWn_H8/maxresdefault.jpg,,13000,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, branco, marrom; texto visível: PRAYER ty i: / EVERY DAY.",,
Daily Jesus Prayers,18,PUT GOD FIRST IN YOUR LIFE | A Blessed Morning Prayer To Start Your Day,236590,20240223,15345,N/D,12:11,https://www.youtube.com/watch?v=bljZ0NEWuAw,https://i.ytimg.com/vi/bljZ0NEWuAw/maxresdefault.jpg,,10000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: J XN Mi FIRST / P AINE Ae : or R.",,
Daily Jesus Prayers,19,THANK YOU JESUS MORNING PRAYER (A Blessed Prayer Of Gratitude For The Goodness Of God),211008,20240415,16101,N/D,13:41,https://www.youtube.com/watch?v=g0GOCTP4-Wg,https://i.ytimg.com/vi/g0GOCTP4-Wg/maxresdefault.jpg,,12000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, vermelho; texto em destaque provavelmente ligado a: THANK / JESUS / GRATITUDE / GOODNESS.",,
Daily Jesus Prayers,20,Surrender To God Everyday | A Powerful Morning Prayer To Start Your Day With God,210642,20240703,16247,N/D,18:34,https://www.youtube.com/watch?v=lVr_yyZgyec,https://i.ytimg.com/vi/lVr_yyZgyec/maxresdefault.jpg,,9800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: Re ee / _ gg MORNING PRAYER / aA rLISTEN TO THIS.",,
Daily Jesus Prayers,21,Thank You Jesus Daily Prayer | A Blessed Morning Prayer To Start Your Day,203751,20240301,15902,N/D,12:08,https://www.youtube.com/watch?v=UldugaFXCv4,https://i.ytimg.com/vi/UldugaFXCv4/maxresdefault.jpg,,11000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: THANK / JESUS.",,
Daily Jesus Prayers,22,SAY This Prayer For Financial Breakthrough  | Powerful Morning Prayer To Bless Your Day,202484,20231206,11834,N/D,13:33,https://www.youtube.com/watch?v=6NujSdwuL3c,https://i.ytimg.com/vi_webp/6NujSdwuL3c/maxresdefault.webp,,10000,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, rosa, branco; texto em destaque provavelmente ligado a: FINANCIAL / BREAKTHROUGH.",,
Daily Jesus Prayers,23,SAY This Prayer For A Good Day | Powerful Everyday Morning Prayer To Bless Your Day,197753,20231203,13635,N/D,13:35,https://www.youtube.com/watch?v=CS3oPAKRaPI,https://i.ytimg.com/vi/CS3oPAKRaPI/maxresdefault.jpg,,9100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: cinza, branco, marrom; texto visível: PRAY THIS PRAYER.",,
Daily Jesus Prayers,24,Breakthrough Prayer For You Today (ASK & YOU SHALL RECEIVE) - Blessed Prayer To Open New Doors,188744,20240505,11274,N/D,11:32,https://www.youtube.com/watch?v=fcQ4RcXQMZU,https://i.ytimg.com/vi_webp/fcQ4RcXQMZU/maxresdefault.webp,,8100,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: PRAYER / y GOD IS OPENING.",,
Daily Jesus Prayers,25,Pray First (Begin The Day With God) - A Powerful Morning Prayer To Bless And Uplift Your Spirit,179437,20240523,12942,N/D,14:35,https://www.youtube.com/watch?v=XR_XWcfJ08E,https://i.ytimg.com/vi/XR_XWcfJ08E/maxresdefault.jpg,,8300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: PRAY FIRST 2 d / RECN VOID NAV / BEGIN YOUR DAY.",,
Daily Jesus Prayers,26,Pray This Prayer To Bless Your Family And Home | A Blessed Family Prayer For God's Protection,174672,20240221,9770,N/D,14:31,https://www.youtube.com/watch?v=D7vaQXRy3xg,https://i.ytimg.com/vi/D7vaQXRy3xg/maxresdefault.jpg,,8000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, cinza; texto visível: Ltt : CC i Pe ee / weewees A BLESSED MORNING PRAYER / DAILY a 2 o.",,
Daily Jesus Prayers,27,ALWAYS PUT GOD ABOVE EVERYTHING | A Blessed And Powerful Morning Prayer To Start Your Day,171569,20240515,11515,N/D,13:46,https://www.youtube.com/watch?v=_xK-LY1diVY,https://i.ytimg.com/vi_webp/_xK-LY1diVY/maxresdefault.webp,,5900,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: EVERYTHING WILL FALL INTO PLACE.",,
Daily Jesus Prayers,28,PSALM 1 MORNING PRAYER | START YOUR DAY WITH GOD,170587,20240416,13924,N/D,11:14,https://www.youtube.com/watch?v=MsIMWqkUmZs,https://i.ytimg.com/vi/MsIMWqkUmZs/maxresdefault.jpg,,8400,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, cinza; texto visível: Seay 6 MORNING PRAYER / ge START YOUR DAY WITH GOD ae / a RAYERS ek Se eee ae.",,
Daily Jesus Prayers,29,Holy Spirit Come | Say This Prayer To Invite The Holy Spirit (Daily Jesus Prayers),159793,20240121,9010,N/D,13:51,https://www.youtube.com/watch?v=wijZnJemZ_U,https://i.ytimg.com/vi_webp/wijZnJemZ_U/maxresdefault.webp,,7300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: HOLY / SPIRIT / COME.",,
Daily Jesus Prayers,30,GIVE IT TO GOD | Say This Powerful Morning Prayer And Stop Worrying (Daily Jesus Prayers),152458,20231129,9962,N/D,11:42,https://www.youtube.com/watch?v=rcowNw3J194,https://i.ytimg.com/vi/rcowNw3J194/maxresdefault.jpg,,5800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, preto, branco; texto visível: GIVE IT TO GOD / AND THIS WILL HAPPEN / PRAYER TO BLESS.",,
Above Inspiration,1,Put God First - Denzel Washington Motivational & Inspiring Commencement Speech,39302199,20171026,948761,N/D,08:36,https://www.youtube.com/watch?v=BxY_eJLBflk,https://i.ytimg.com/vi_webp/BxY_eJLBflk/maxresdefault.webp,,23000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, rosa; texto em destaque provavelmente ligado a: DENZEL / WASHINGTON / MOTIVATIONAL / INSPIRING.",,
Above Inspiration,2,MORNING BLESSINGS | Morning Prayer To Start Your Day - 1 Hour Morning Inspiration to Motivate You,16599483,20200527,203231,N/D,01:01:54,https://www.youtube.com/watch?v=jwZBl6KQojM,https://i.ytimg.com/vi/jwZBl6KQojM/maxresdefault.jpg,,9300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: BLESSINGS / INSPIRATION.",,
Above Inspiration,3,LIFE IS SHORT | Live Every Day for God - Billy Graham Inspirational & Motivational Video,9864698,20190613,290816,N/D,04:26,https://www.youtube.com/watch?v=HhBNGdS5Kqk,https://i.ytimg.com/vi_webp/HhBNGdS5Kqk/maxresdefault.webp,,4300,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: LIFE / SHORT / LIVE / BILLY.",,
Above Inspiration,4,TRAGEDY INTO TRIUMPH | When God Says No - Inky Johnson Inspirational & Motivational Video,9473992,20171229,242985,N/D,09:53,https://www.youtube.com/watch?v=KjJXB2Zkxgo,https://i.ytimg.com/vi_webp/KjJXB2Zkxgo/maxresdefault.webp,,4000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, cinza; texto em destaque provavelmente ligado a: TRAGEDY / INTO / TRIUMPH / WHEN.",,
Above Inspiration,5,EVERY DAY IS A FRESH START | 5 Minutes to Start Your Day Right,8266860,20190606,187752,N/D,05:19,https://www.youtube.com/watch?v=KJK-9PZdBZw,https://i.ytimg.com/vi_webp/KJK-9PZdBZw/maxresdefault.webp,,3000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, marrom, vermelho; texto visível: LISTEN TO THIS / BEFORE YOU START YOUR DAY.",,
Above Inspiration,6,BEGIN YOUR DAY WITH GOD | Listen To This Before You Start Your Day - Morning Inspiration,7792116,20191022,172686,N/D,10:02,https://www.youtube.com/watch?v=2IJLvgF8vEI,https://i.ytimg.com/vi_webp/2IJLvgF8vEI/maxresdefault.webp,,3600,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: BEGIN YOUR DAY / MGMMING INSPIRATION.",,
Above Inspiration,7,START WITH GOD | 1 Hour Powerful Motivation - Inspirational & Motivational Video,7551723,20191230,102030,N/D,01:00:00,https://www.youtube.com/watch?v=dB18p5JiFfY,https://i.ytimg.com/vi_webp/dB18p5JiFfY/maxresdefault.webp,,4200,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, preto, cinza; texto visível: a 1 HOUR POWERFUL / ao MOTIVATION / ABaQaY.",,
Above Inspiration,8,LET GO & TRUST GOD | Overcoming Worry - Inspirational & Motivational Video,7087903,20190618,172403,N/D,14:47,https://www.youtube.com/watch?v=jou5ANZX1BQ,https://i.ytimg.com/vi_webp/jou5ANZX1BQ/maxresdefault.webp,,6000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto em destaque provavelmente ligado a: TRUST / OVERCOMING / WORRY / INSPIRATIONAL.",,
Above Inspiration,9,SEEK GOD FIRST | 1 Hour Powerful Motivation - Inspirational & Motivational Video,6701316,20201228,90576,N/D,01:01:05,https://www.youtube.com/watch?v=sJEDfAbuutA,https://i.ytimg.com/vi/sJEDfAbuutA/maxresdefault.jpg,,3500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, preto; texto visível: lite wT HOUR POWERFUL MOTIVATION / ABOVE mo :.",,
Above Inspiration,10,START EACH DAY WITH GOD | Listen Every Day - Morning Inspiration to Motivate Your Day,6606882,20180225,167177,N/D,04:56,https://www.youtube.com/watch?v=PgR6cJbXqqw,https://i.ytimg.com/vi_webp/PgR6cJbXqqw/maxresdefault.webp,,2800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto visível: START YOUR / DAY WITH / GOD.",,
Above Inspiration,11,TRUST GOD’S TIMING | God Is In Control - Inspirational & Motivational Video,5623315,20201123,153734,N/D,15:40,https://www.youtube.com/watch?v=TNIYnbj5edw,https://i.ytimg.com/vi/TNIYnbj5edw/maxresdefault.jpg,,4600,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto em destaque provavelmente ligado a: TRUST / TIMING.",,
Above Inspiration,12,GIVE IT TO GOD | Stop Worrying & Trust God - Inspirational & Motivational Video,5498156,20200309,130647,N/D,10:48,https://www.youtube.com/watch?v=FZimOSrRJN0,https://i.ytimg.com/vi/FZimOSrRJN0/maxresdefault.jpg,,4000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: GIVE / STOP / WORRYING / TRUST.",,
Above Inspiration,13,WAKE UP WITH GOD | Listen To This Before Your Day! - Morning Inspiration to Start Your Day,4904301,20190717,99891,N/D,10:11,https://www.youtube.com/watch?v=jgP3uiZYUSU,https://i.ytimg.com/vi_webp/jgP3uiZYUSU/maxresdefault.webp,,2200,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, marrom, amarelo; texto em destaque provavelmente ligado a: WAKE / INSPIRATION.",,
Above Inspiration,14,PUT GOD FIRST - Inspirational & Motivational Video,4720969,20181231,96224,N/D,11:34,https://www.youtube.com/watch?v=zhlznkLp_gw,https://i.ytimg.com/vi_webp/zhlznkLp_gw/maxresdefault.webp,,2700,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: INSPIRATIONAL / MOTIVATIONAL.",,
Above Inspiration,15,WAKE UP AND START YOUR DAY WITH GOD | Listen To This Every Day - Morning Inspiration,4661721,20200129,120173,N/D,10:23,https://www.youtube.com/watch?v=zJt0e8FRBwM,https://i.ytimg.com/vi_webp/zJt0e8FRBwM/maxresdefault.webp,,2000,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, laranja, preto; texto visível: MORNING INSPIRATION.",,
Above Inspiration,16,SPEND TIME WITH GOD EVERY DAY! | Listen To This Every Morning,4428095,20190826,101231,N/D,10:22,https://www.youtube.com/watch?v=xusH299VCpI,https://i.ytimg.com/vi_webp/xusH299VCpI/maxresdefault.webp,,1900,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, rosa, marrom; texto visível: LISTEN TO THIS / EVERY MORNING.",,
Above Inspiration,17,Billy Graham | One of the MOST POWERFUL Videos You’ll Ever Watch - Inspirational Video,4318219,20190627,123375,N/D,04:49,https://www.youtube.com/watch?v=zHPaFDRZMUo,https://i.ytimg.com/vi_webp/zHPaFDRZMUo/maxresdefault.webp,,3000,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, marrom, cinza; texto visível: YOU MUST HEM THIS.",,
Above Inspiration,18,SPIRITUAL WARFARE | Put on the Armor of God - Inspirational & Motivational Video,4145787,20190502,98148,N/D,10:04,https://www.youtube.com/watch?v=AtuTytgyqvo,https://i.ytimg.com/vi_webp/AtuTytgyqvo/maxresdefault.webp,,3700,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, branco; texto visível: r THE LORD IS WITH YOU LIKE / A MIGHTY WARRIOR.",,
Above Inspiration,19,MORNING ENCOURAGEMENT | Start Your Day With God’s Blessings - 1 Hour Morning Inspiration to Motivate,4084219,20210315,57691,N/D,01:00:21,https://www.youtube.com/watch?v=H7OV_d6MNb8,https://i.ytimg.com/vi/H7OV_d6MNb8/maxresdefault.jpg,,2000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto em destaque provavelmente ligado a: ENCOURAGEMENT / INSPIRATION.",,
Above Inspiration,20,TRUST THAT GOD IS IN CONTROL | 1 Hour Powerful Christian Motivation - Inspirational & Motivational,3909656,20211229,61024,N/D,01:00:05,https://www.youtube.com/watch?v=ydZAcANvrkY,https://i.ytimg.com/vi/ydZAcANvrkY/maxresdefault.jpg,,2600,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: cinza, branco, preto; texto visível: q ae / 1 HOUR GE é ty / POWERFUL esi Stee Sy eB.",,
Above Inspiration,21,DO NOT FEAR | God is in Control - Inspirational & Motivational Video,3584762,20190416,78109,N/D,10:36,https://www.youtube.com/watch?v=FwWPL8iPB64,https://i.ytimg.com/vi_webp/FwWPL8iPB64/maxresdefault.webp,,2500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: GOD IS IN CONTROL / Se a ae / ABOVE :.",,
Above Inspiration,22,TRUST GOD - Inspirational & Motivational Video,3550506,20180302,85348,N/D,05:51,https://www.youtube.com/watch?v=WK1eRHhS0D0,https://i.ytimg.com/vi_webp/WK1eRHhS0D0/maxresdefault.webp,,2600,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, marrom, cinza; texto visível: TRUST GOD / EVEN WHEN LIFE DOESN'T / eovtnmen WAKE SENSE.",,
Above Inspiration,23,START YOUR DAY WITH GOD | 5 Minutes to Start Your Day - Morning Inspiration to Motivate Your Day,3517810,20180124,79765,N/D,05:13,https://www.youtube.com/watch?v=-JB8so2U44Q,https://i.ytimg.com/vi_webp/-JB8so2U44Q/maxresdefault.webp,,1400,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: 5 MINUTES TO / START YOUR / DAY RIGHT.",,
Above Inspiration,24,TRUST GOD | 1 Hour Powerful Christian Motivation - Inspirational & Motivational Video,3456323,20210712,46728,N/D,01:00:01,https://www.youtube.com/watch?v=0VI57viMdps,https://i.ytimg.com/vi_webp/0VI57viMdps/maxresdefault.webp,,2000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto visível: V8 1 HOUR POWERFUL / / iB i MOTIVATION.",,
Above Inspiration,25,KEEP BELIEVING | God is in Control  - Morning Inspiration to Motivate Your Day,3342086,20180821,75196,N/D,06:26,https://www.youtube.com/watch?v=JPx1c5HWScQ,https://i.ytimg.com/vi_webp/JPx1c5HWScQ/maxresdefault.webp,,1800,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: BELIEVE / s 37 MORNING INSPIRATION.",,
Above Inspiration,26,Every Morning Seek God’s Direction | Listen To This Before You Start Your Day - Morning Inspiration,3244025,20180416,74591,N/D,06:01,https://www.youtube.com/watch?v=-Tgm1KJDP9k,https://i.ytimg.com/vi_webp/-Tgm1KJDP9k/maxresdefault.webp,,1100,"Thumbnail clara; há figura humana/rosto em destaque; paleta predominante: branco, cinza, marrom; texto visível: EVERY r s Sn / MORNING iS / SEEK A.",,
Above Inspiration,27,GOD HAS A PLAN FOR YOU | Chadwick Boseman - Inspirational & Motivational Speech,3114136,20201002,142861,N/D,02:25,https://www.youtube.com/watch?v=DoA-a-g2o4g,https://i.ytimg.com/vi_webp/DoA-a-g2o4g/maxresdefault.webp,,1600,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, branco; texto em destaque provavelmente ligado a: PLAN / CHADWICK / BOSEMAN / INSPIRATIONAL.",,
Above Inspiration,28,PUT GOD FIRST EVERYDAY - Morning Inspiration to Motivate Your Day,3094652,20190423,75111,N/D,05:23,https://www.youtube.com/watch?v=0a8eeH3oYmQ,https://i.ytimg.com/vi_webp/0a8eeH3oYmQ/maxresdefault.webp,,1300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: amarelo, cinza, preto; texto visível: 5 MINUTES / TO START YOUR DAY / RIGHT.",,
Above Inspiration,29,TRUST IN GOD | Peace in the Storm - Morning Inspiration to Motivate Your Day,2955471,20190401,76596,N/D,10:21,https://www.youtube.com/watch?v=2_vPRfVMPE8,https://i.ytimg.com/vi_webp/2_vPRfVMPE8/maxresdefault.webp,,2000,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, marrom, rosa; texto em destaque provavelmente ligado a: TRUST / INSPIRATION.",,
Above Inspiration,30,GOD’S PLAN FOR YOU | Understanding Your Purpose - Inspirational & Motivational Video,2895277,20190409,81240,N/D,10:02,https://www.youtube.com/watch?v=8fcLxYLJdCI,https://i.ytimg.com/vi_webp/8fcLxYLJdCI/maxresdefault.webp,,1700,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto visível: GOD'S PLAN / FOR YOUR LIFE.",,
Lion of Judah (ref. atual: ELEVATE),1,God Is With You: Stop Overthinking While You Wait | Christian Motivation,125218,20251218,7464,N/D,11:17,https://www.youtube.com/watch?v=BoVA41KIMFA,https://i.ytimg.com/vi/BoVA41KIMFA/maxresdefault.jpg,,1700,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, marrom; texto em destaque provavelmente ligado a: STOP / OVERTHINKING / WHILE / WAIT.",,
Lion of Judah (ref. atual: ELEVATE),2,"Trust His Timing, God Knows the End from the Beginning | Christian Motivation",91561,20250624,4987,N/D,13:34,https://www.youtube.com/watch?v=Y2z4bQBpp8M,https://i.ytimg.com/vi/Y2z4bQBpp8M/maxresdefault.jpg,,1200,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto visível: MOTIVATIONS an - vob Aone.",,
Lion of Judah (ref. atual: ELEVATE),3,God Wants You to Stop Overthinking and Trust in His Plan | Christian Motivation,87602,20241228,3738,N/D,12:12,https://www.youtube.com/watch?v=BzVo-Od_KEk,https://i.ytimg.com/vi/BzVo-Od_KEk/maxresdefault.jpg,,389,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto em destaque provavelmente ligado a: STOP / OVERTHINKING / TRUST / PLAN.",,
Lion of Judah (ref. atual: ELEVATE),4,Learning to Let Go and Trust God: Do Not Let Anxiety Win | Christian Motivation,68171,20251105,3297,N/D,10:52,https://www.youtube.com/watch?v=2Qun4ugzJpM,https://i.ytimg.com/vi/2Qun4ugzJpM/maxresdefault.jpg,,856,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, branco, preto; texto em destaque provavelmente ligado a: TRUST / ANXIETY.",,
Lion of Judah (ref. atual: ELEVATE),5,God Leads You to Be Still | Christian Motivation,44258,20250829,3004,N/D,09:57,https://www.youtube.com/watch?v=AUJHWMbuP38,https://i.ytimg.com/vi/AUJHWMbuP38/maxresdefault.jpg,,615,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, preto, cinza; texto visível: eC U1 ee / ELEVATE a / MOTIVATIONS.",,
Lion of Judah (ref. atual: ELEVATE),6,God Already Knows - Stop Figuring It Out | Christian Motivation,22809,20251024,1437,N/D,12:17,https://www.youtube.com/watch?v=CyY6NLunNN8,https://i.ytimg.com/vi_webp/CyY6NLunNN8/maxresdefault.webp,,264,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, branco, cinza; texto visível: GODHASAPLAN / STOP TRYING TO FIGURE IT ALL OUT i :.",,
Lion of Judah (ref. atual: ELEVATE),7,God Is In Control: Stop Overthinking | Christian Motivation,22490,20251122,1544,N/D,12:19,https://www.youtube.com/watch?v=yzcuWJYIbjI,https://i.ytimg.com/vi/yzcuWJYIbjI/maxresdefault.jpg,,359,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto em destaque provavelmente ligado a: CONTROL / STOP / OVERTHINKING / MOTIVATION.",,
